CustomerID,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,IsFraud,FraudRiskScore,FraudLabel,NetCashFlow
18,TX000075,AC00265,1212.51,10/4/23 4:36 PM,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,20,Student,24,1,605.95,0,38.1,Legitimate,-1212.51
269,TX000076,AC00239,232.12,12/28/23 5:31 PM,Debit,Omaha,D000073,156.173.170.140,M066,ATM,37,Engineer,51,1,6689.87,0,34.3,Legitimate,-232.12
770,TX000077,AC00007,162.63,6/12/23 5:53 PM,Debit,Kansas City,D000070,60.153.124.80,M060,Online,22,Student,113,1,634.17,0,25.8,Legitimate,-162.63
576,TX000078,AC00022,91.53,3/13/23 4:32 PM,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,44,Doctor,69,1,14676.05,0,31.9,Legitimate,-91.53
831,TX000079,AC00464,120.29,12/18/23 6:46 PM,Debit,Miami,D000561,162.198.218.92,M045,Branch,19,Student,77,1,1362.39,0,30.8,Legitimate,-120.29
403,TX000080,AC00014,174.25,7/17/23 6:54 PM,Debit,Seattle,D000375,130.92.201.49,M032,Online,50,Doctor,67,1,10528.34,0,32.1,Legitimate,-174.25
524,TX000081,AC00406,183.71,6/19/23 6:22 PM,Debit,Denver,D000488,86.103.2.29,M074,ATM,38,Engineer,102,1,552.52,0,27.3,Legitimate,-183.71
385,TX000082,AC00445,345.39,10/23/23 5:13 PM,Credit,Phoenix,D000097,131.41.45.13,M081,Online,58,Engineer,80,1,6451.96,0,30.3,Legitimate,345.39
660,TX000083,AC00236,922.55,1/23/23 4:32 PM,Debit,Detroit,D000206,21.97.154.92,M004,ATM,63,Retired,87,1,4715.84,0,29.4,Legitimate,-922.55
269,TX000084,AC00220,259.91,11/6/23 4:34 PM,Debit,Denver,D000616,36.13.239.172,M028,Online,49,Doctor,170,1,7176.86,0,17.9,Legitimate,-259.91
603,TX000085,AC00140,154.71,7/3/23 4:40 PM,Debit,San Diego,D000494,167.104.180.235,M030,Online,34,Doctor,157,1,1523.72,0,19.7,Legitimate,-154.71
854,TX000086,AC00098,1340.19,9/29/23 5:22 PM,Credit,Austin,D000574,165.114.224.47,M012,Online,54,Engineer,30,1,8654.28,0,37.2,Legitimate,1340.19
404,TX000087,AC00303,24.56,10/20/23 5:27 PM,Debit,Mesa,D000428,16.131.3.140,M033,Branch,64,Doctor,69,1,9869.93,0,31.9,Legitimate,-24.56
690,TX000088,AC00373,568.07,8/28/23 5:03 PM,Debit,Washington,D000018,8.243.4.138,M054,ATM,48,Doctor,115,1,10556.81,0,25.5,Legitimate,-568.07
835,TX000089,AC00438,9.61,6/22/23 6:37 PM,Credit,San Diego,D000453,132.127.5.187,M043,Online,58,Doctor,179,1,12883.91,0,16.7,Legitimate,9.61
11,TX000090,AC00437,392.96,11/20/23 4:28 PM,Debit,Kansas City,D000141,186.54.68.246,M022,Online,24,Student,100,1,791.65,0,27.6,Legitimate,-392.96
546,TX000091,AC00106,716.93,9/14/23 4:49 PM,Credit,Milwaukee,D000322,101.223.82.253,M052,Online,60,Retired,34,1,4064.02,0,36.7,Legitimate,716.93
351,TX000092,AC00310,223.85,10/2/23 4:36 PM,Debit,Kansas City,D000481,133.223.159.151,M009,ATM,53,Engineer,55,4,2929.91,1,78.8,Suspected Fraud,-223.85
767,TX000093,AC00149,230.66,3/27/23 6:16 PM,Debit,Houston,D000526,60.43.160.195,M049,Branch,21,Student,135,1,618.05,0,22.8,Legitimate,-230.66
739,TX000094,AC00373,442.12,12/21/23 4:37 PM,Debit,Los Angeles,D000645,168.36.49.167,M047,Online,19,Student,260,1,1375.8,0,5.5,Legitimate,-442.12
744,TX000095,AC00425,644.17,3/2/23 4:05 PM,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,29,Engineer,72,1,1143.52,0,31.4,Legitimate,-644.17
818,TX000096,AC00010,508.68,6/26/23 4:16 PM,Credit,Mesa,D000622,193.108.17.115,M048,Branch,51,Engineer,127,1,7708.41,0,23.9,Legitimate,508.68
825,TX000097,AC00348,858.63,4/18/23 5:27 PM,Credit,San Francisco,D000019,175.230.206.232,M002,Branch,27,Student,185,1,1872.96,0,15.9,Legitimate,858.63
297,TX000098,AC00011,25.36,7/17/23 5:08 PM,Debit,Louisville,D000192,62.152.134.92,M007,ATM,57,Engineer,78,1,201.04,0,30.6,Legitimate,-25.36
904,TX000099,AC00453,147.62,9/1/23 5:26 PM,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,71,Retired,133,1,2115.8,0,23.0,Legitimate,-147.62
863,TX000100,AC00178,115.02,9/11/23 4:19 PM,Debit,San Antonio,D000528,134.222.122.238,M004,Branch,37,Doctor,175,1,7643.66,0,17.2,Legitimate,-115.02
346,TX000101,AC00265,383.37,1/24/23 5:23 PM,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,30,Engineer,24,1,8901.93,0,38.1,Legitimate,-383.37
145,TX000102,AC00018,98.54,8/11/23 4:18 PM,Credit,El Paso,D000528,34.125.226.63,M095,Online,20,Student,167,1,9383.43,0,18.3,Legitimate,98.54
324,TX000103,AC00075,83.24,10/16/23 6:35 PM,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,55,Doctor,164,1,1181.31,0,18.8,Legitimate,83.24
380,TX000104,AC00464,196.16,2/24/23 4:29 PM,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,27,Engineer,146,1,9418.86,0,21.2,Legitimate,-196.16
522,TX000105,AC00170,129.94,1/2/23 4:36 PM,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,32,Engineer,235,1,7954.92,0,9.0,Legitimate,-129.94
282,TX000106,AC00235,306.9,11/30/23 4:31 PM,Debit,Colorado Springs,D000078,96.115.67.230,M047,Online,46,Engineer,51,1,9418.08,0,34.3,Legitimate,-306.9
516,TX000107,AC00013,114.98,11/1/23 4:52 PM,Debit,Seattle,D000182,115.218.48.83,M032,Online,59,Retired,80,1,6144.68,0,30.3,Legitimate,-114.98
599,TX000108,AC00397,756.59,3/6/23 4:47 PM,Debit,Sacramento,D000028,174.61.77.54,M012,Branch,27,Student,17,1,420.65,0,39.0,Legitimate,-756.59
477,TX000109,AC00423,503.76,11/27/23 6:32 PM,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,22,Student,35,1,447.82,0,36.6,Legitimate,-503.76
185,TX000110,AC00154,143.03,7/31/23 4:37 PM,Debit,San Antonio,D000469,197.162.55.147,M055,ATM,63,Retired,147,1,7981.45,0,21.1,Legitimate,-143.03
537,TX000111,AC00068,1045.22,11/22/23 4:13 PM,Debit,Columbus,D000400,77.7.223.184,M077,ATM,53,Retired,73,1,1829.9,0,31.3,Legitimate,-1045.22
815,TX000112,AC00318,245.54,3/21/23 4:29 PM,Debit,New York,D000536,44.197.126.59,M089,ATM,25,Student,180,1,985.06,0,16.6,Legitimate,-245.54
915,TX000113,AC00396,254.37,4/20/23 6:26 PM,Credit,Dallas,D000477,143.212.47.226,M012,Online,51,Engineer,174,1,8849.26,0,17.4,Legitimate,254.37
227,TX000114,AC00121,213.76,3/1/23 5:52 PM,Credit,Dallas,D000574,51.250.122.123,M009,ATM,78,Retired,282,1,3528.72,0,2.5,Legitimate,213.76
320,TX000115,AC00336,327.86,2/10/23 4:52 PM,Debit,Fresno,D000655,188.124.181.12,M051,Online,40,Engineer,104,1,480.16,0,27.0,Legitimate,-327.86
499,TX000116,AC00468,2.5,7/21/23 4:43 PM,Debit,San Diego,D000673,44.73.3.217,M042,Online,47,Doctor,107,1,12145.27,0,26.6,Legitimate,-2.5
636,TX000117,AC00282,300.08,10/9/23 5:02 PM,Credit,Austin,D000266,85.240.254.83,M040,Online,68,Doctor,47,1,13546.75,0,34.9,Legitimate,300.08
24,TX000118,AC00498,56.98,1/1/24 4:34 PM,Credit,Oklahoma City,D000256,101.90.40.193,M086,ATM,43,Engineer,122,2,5688.37,0,39.6,Legitimate,56.98
879,TX000119,AC00085,407.65,7/7/23 4:11 PM,Debit,Boston,D000544,98.255.160.110,M041,Online,26,Engineer,62,1,8346.64,0,32.8,Legitimate,-407.65
14,TX000120,AC00092,115.83,5/22/23 5:09 PM,Debit,Fresno,D000663,124.6.134.78,M086,Branch,39,Engineer,167,1,6481.04,0,18.3,Legitimate,-115.83
803,TX000121,AC00295,53.57,8/16/23 4:17 PM,Debit,Houston,D000489,45.64.74.86,M025,ATM,69,Retired,121,1,1651.33,0,24.7,Legitimate,-53.57
643,TX000122,AC00358,63.34,11/17/23 4:02 PM,Credit,Detroit,D000434,69.82.61.135,M028,Online,46,Doctor,165,1,11174.94,0,18.6,Legitimate,63.34
144,TX000123,AC00311,317.87,5/22/23 5:29 PM,Debit,Detroit,D000314,79.227.202.117,M076,Online,27,Student,91,1,145.5,0,28.8,Legitimate,-317.87
110,TX000124,AC00066,331.65,8/25/23 5:26 PM,Debit,Portland,D000037,26.240.219.199,M006,Online,41,Engineer,61,1,4172.57,0,33.0,Legitimate,-331.65
242,TX000125,AC00340,5.04,11/27/23 4:38 PM,Debit,Washington,D000021,63.67.150.226,M001,ATM,56,Retired,41,1,5558.36,0,35.7,Legitimate,-5.04
511,TX000126,AC00284,214.54,8/4/23 5:46 PM,Credit,Detroit,D000112,195.226.203.234,M026,Online,70,Doctor,247,1,11151.53,0,7.3,Legitimate,214.54
962,TX000127,AC00208,598.81,9/4/23 4:48 PM,Debit,Philadelphia,D000042,92.214.76.157,M081,Branch,57,Doctor,158,1,1415.52,0,19.6,Legitimate,-598.81
121,TX000128,AC00176,841.28,8/9/23 5:34 PM,Debit,Tucson,D000276,101.223.82.253,M083,Online,26,Student,80,1,1103.64,0,30.3,Legitimate,-841.28
88,TX000129,AC00053,38.15,9/7/23 4:07 PM,Debit,Mesa,D000687,77.21.150.75,M005,Online,26,Student,108,1,303.68,0,26.5,Legitimate,-38.15
105,TX000130,AC00320,1036.66,7/11/23 4:39 PM,Debit,San Antonio,D000015,53.218.177.171,M062,Branch,58,Doctor,144,1,5541.57,0,21.5,Legitimate,-1036.66
213,TX000131,AC00382,124.72,7/3/23 5:14 PM,Debit,Oklahoma City,D000118,147.234.20.46,M004,Branch,33,Engineer,105,1,6309.8,0,26.9,Legitimate,-124.72
774,TX000132,AC00384,302.45,9/25/23 5:13 PM,Credit,San Antonio,D000052,203.99.96.114,M059,Branch,78,Retired,40,1,5133.61,0,35.9,Legitimate,302.45
911,TX000133,AC00203,208.04,11/20/23 5:10 PM,Debit,Louisville,D000339,65.27.212.129,M055,Online,47,Engineer,273,1,9344.98,0,3.7,Legitimate,-208.04
522,TX000134,AC00498,5.77,11/17/23 5:27 PM,Credit,Los Angeles,D000236,85.240.254.83,M098,Branch,23,Student,254,1,1117.97,0,6.3,Legitimate,5.77
443,TX000135,AC00349,381.33,8/21/23 4:46 PM,Debit,Albuquerque,D000635,62.251.170.72,M034,ATM,56,Doctor,75,1,11835.35,0,31.0,Legitimate,-381.33
186,TX000136,AC00177,16.16,10/16/23 4:59 PM,Debit,Milwaukee,D000465,161.177.41.214,M065,ATM,50,Doctor,124,1,14401.17,0,24.3,Legitimate,-16.16
269,TX000137,AC00284,486.08,6/20/23 5:21 PM,Debit,Oklahoma City,D000170,138.87.180.254,M060,Online,18,Student,68,1,1748.69,0,32.0,Legitimate,-486.08
119,TX000138,AC00272,336.39,1/16/23 4:53 PM,Debit,San Antonio,D000426,203.99.96.114,M003,Branch,21,Student,18,1,1000.46,0,38.9,Legitimate,-336.39
322,TX000139,AC00405,997.43,11/22/23 4:07 PM,Debit,Seattle,D000661,100.4.40.132,M067,Online,69,Doctor,118,1,6810.05,0,25.1,Legitimate,-997.43
228,TX000140,AC00385,234.57,9/1/23 4:09 PM,Debit,Chicago,D000553,45.182.28.148,M045,Online,23,Student,120,1,263.98,0,24.8,Legitimate,-234.57
223,TX000141,AC00403,6.0,10/23/23 6:38 PM,Debit,Chicago,D000556,18.72.115.111,M090,Online,30,Doctor,246,1,5442.76,0,7.4,Legitimate,-6.0
622,TX000142,AC00114,1049.92,10/23/23 4:50 PM,Debit,Detroit,D000522,121.67.144.20,M052,ATM,80,Retired,21,1,2037.85,0,38.5,Legitimate,-1049.92
801,TX000143,AC00163,227.14,7/3/23 5:42 PM,Debit,Charlotte,D000439,197.162.55.147,M057,ATM,18,Student,294,1,341.94,0,0.8,Legitimate,-227.14
972,TX000144,AC00108,233.74,10/24/23 4:41 PM,Credit,Oklahoma City,D000600,96.115.67.230,M030,Online,66,Retired,17,1,1066.59,0,39.0,Legitimate,233.74
155,TX000145,AC00397,113.02,9/25/23 4:54 PM,Credit,Jacksonville,D000369,33.212.169.157,M019,Branch,69,Retired,166,1,6077.96,0,18.5,Legitimate,113.02
908,TX000146,AC00434,45.85,2/16/23 5:57 PM,Debit,Los Angeles,D000241,163.129.70.210,M085,ATM,20,Student,92,1,1659.15,0,28.7,Legitimate,-45.85
26,TX000147,AC00385,973.39,8/30/23 5:23 PM,Debit,Sacramento,D000292,202.194.199.70,M026,Branch,77,Retired,296,1,2042.22,0,0.6,Legitimate,-973.39
957,TX000148,AC00161,514.95,4/13/23 6:37 PM,Debit,New York,D000109,23.92.205.75,M056,Online,41,Doctor,142,5,421.93,1,81.8,Suspected Fraud,-514.95
510,TX000149,AC00333,415.5,7/28/23 4:29 PM,Debit,Memphis,D000330,140.212.253.222,M077,ATM,66,Doctor,141,1,10113.66,0,21.9,Legitimate,-415.5
686,TX000150,AC00279,265.76,2/6/23 5:48 PM,Debit,Philadelphia,D000158,3.157.63.220,M049,Online,54,Retired,92,1,4446.17,0,28.7,Legitimate,-265.76
45,TX000151,AC00072,69.4,7/24/23 6:08 PM,Debit,Virginia Beach,D000413,216.151.64.40,M073,Online,80,Retired,113,1,6452.77,0,25.8,Legitimate,-69.4
94,TX000152,AC00242,332.93,11/20/23 4:29 PM,Credit,Albuquerque,D000548,113.115.81.178,M039,Branch,35,Engineer,293,1,2788.2,0,1.0,Legitimate,332.93
867,TX000153,AC00303,267.9,10/9/23 4:52 PM,Debit,San Antonio,D000605,216.32.4.105,M078,Online,20,Student,160,1,596.16,0,19.3,Legitimate,-267.9
386,TX000154,AC00442,496.03,11/3/23 4:45 PM,Debit,San Francisco,D000070,210.160.90.52,M009,Branch,61,Doctor,265,1,12904.66,0,4.8,Legitimate,-496.03
